432220;TUPANCIRETÃ;0.709;0.596;0.828;0.721
432225;TUPANDI;0.718;0.597;0.836;0.742
432230;TUPARENDI;0.728;0.632;0.832;0.734
432232;TURUÇU;0.629;0.446;0.814;0.685
432234;UBIRETAMA;0.700;0.613;0.809;0.691
432235;UNIÃO DA SERRA;0.733;0.587;0.852;0.786
432237;UNISTALDA;0.649;0.542;0.804;0.626
432240;URUGUAIANA;0.744;0.661;0.863;0.722
432250;VACARIA;0.721;0.605;0.838;0.740
432252;VALE VERDE;0.646;0.497;0.816;0.666
432253;VALE DO SOL;0.624;0.439;0.813;0.681
432254;VALE REAL;0.737;0.636;0.850;0.739
432255;VANINI;0.757;0.704;0.836;0.736
432260;VENÂNCIO AIRES;0.712;0.600;0.818;0.736
432270;VERA CRUZ;0.737;0.643;0.842;0.738
432280;VERANÓPOLIS;0.773;0.692;0.838;0.797
432285;VESPASIANO CORREA;0.723;0.584;0.855;0.758
432290;VIADUTOS;0.702;0.561;0.864;0.715
432300;VIAMÃO;0.717;0.591;0.866;0.720
432310;VICENTE DUTRA;0.638;0.489;0.809;0.656
432320;VICTOR GRAEFF;0.777;0.722;0.840;0.774
432330;VILA FLORES;0.742;0.650;0.867;0.725
432335;VILA LÂNGARO;0.705;0.551;0.839;0.759
432340;VILA MARIA;0.761;0.664;0.839;0.791
432345;VILA NOVA DO SUL;0.662;0.544;0.827;0.645
432350;VISTA ALEGRE;0.739;0.631;0.842;0.760
432360;VISTA ALEGRE DO PRATA;0.780;0.692;0.847;0.809
432370;VISTA GAÚCHA;0.757;0.669;0.839;0.774
432375;VITÓRIA DAS MISSÕES;0.655;0.526;0.809;0.659
432377;WESTFALIA;0.752;0.630;0.849;0.796
432380;XANGRI-LÁ;0.735;0.630;0.852;0.740
